"ZIP_CODE","PO_NAME","STATE","ZIP_TYPE","ZCTA","zip_join_type"
"12975","Port Kent","NY","Post Office or large volume customer","12975","Zip Matches ZCTA"
"12976","Rainbow Lake","NY","Post Office or large volume customer","12976","Zip Matches ZCTA"
"12977","Ray Brook","NY","Zip Code Area","12977","Zip Matches ZCTA"
"12978","Redford","NY","Zip Code Area","12978","Zip Matches ZCTA"
"12979","Rouses Point","NY","Zip Code Area","12979","Zip Matches ZCTA"
"12980","Saint Regis Falls","NY","Zip Code Area","12980","Zip Matches ZCTA"
"12981","Saranac","NY","Zip Code Area","12981","Zip Matches ZCTA"
"12983","Saranac Lake","NY","Zip Code Area","12983","Zip Matches ZCTA"
"12985","Schuyler Falls","NY","Zip Code Area","12985","Zip Matches ZCTA"
"12986","Tupper Lake","NY","Zip Code Area","12986","Zip Matches ZCTA"
"12987","Upper Jay","NY","Zip Code Area","12987","Zip Matches ZCTA"
"12989","Vermontville","NY","Zip Code Area","12989","Zip Matches ZCTA"
"12992","West Chazy","NY","Zip Code Area","12992","Zip Matches ZCTA"
"12993","Westport","NY","Zip Code Area","12993","Zip Matches ZCTA"
"12995","Whippleville","NY","Post Office or large volume customer","12953","Spatial join to ZCTA"
"12996","Willsboro","NY","Zip Code Area","12996","Zip Matches ZCTA"
"12997","Wilmington","NY","Zip Code Area","12997","Zip Matches ZCTA"
"12998","Witherbee","NY","Zip Code Area","12998","Zip Matches ZCTA"
"13020","Apulia Station","NY","Post Office or large volume customer","13020","Zip Matches ZCTA"
"13021","Auburn","NY","Zip Code Area","13021","Zip Matches ZCTA"
"13022","Auburn","NY","Post Office or large volume customer","13021","Spatial join to ZCTA"
"13024","Auburn","NY","Post Office or large volume customer","13024","Zip Matches ZCTA"
"13026","Aurora","NY","Zip Code Area","13026","Zip Matches ZCTA"
"13027","Baldwinsville","NY","Zip Code Area","13027","Zip Matches ZCTA"
"13028","Bernhards Bay","NY","Zip Code Area","13028","Zip Matches ZCTA"
"13029","Brewerton","NY","Zip Code Area","13029","Zip Matches ZCTA"
"13030","Bridgeport","NY","Zip Code Area","13030","Zip Matches ZCTA"
"13031","Camillus","NY","Zip Code Area","13031","Zip Matches ZCTA"
"13032","Canastota","NY","Zip Code Area","13032","Zip Matches ZCTA"
"13033","Cato","NY","Zip Code Area","13033","Zip Matches ZCTA"
"13034","Cayuga","NY","Zip Code Area","13034","Zip Matches ZCTA"
"13035","Cazenovia","NY","Zip Code Area","13035","Zip Matches ZCTA"
"13036","Central Square","NY","Zip Code Area","13036","Zip Matches ZCTA"
"13037","Chittenango","NY","Zip Code Area","13037","Zip Matches ZCTA"
"13039","Cicero","NY","Zip Code Area","13039","Zip Matches ZCTA"
"13040","Cincinnatus","NY","Zip Code Area","13040","Zip Matches ZCTA"
"13041","Clay","NY","Zip Code Area","13041","Zip Matches ZCTA"
"13042","Cleveland","NY","Zip Code Area","13042","Zip Matches ZCTA"
"13043","Clockville","NY","Post Office or large volume customer","13032","Spatial join to ZCTA"
"13044","Constantia","NY","Zip Code Area","13044","Zip Matches ZCTA"
"13045","Cortland","NY","Zip Code Area","13045","Zip Matches ZCTA"
"13051","Delphi Falls","NY","Post Office or large volume customer","13051","Zip Matches ZCTA"
"13052","De Ruyter","NY","Zip Code Area","13052","Zip Matches ZCTA"
"13053","Dryden","NY","Zip Code Area","13053","Zip Matches ZCTA"
"13054","Durhamville","NY","Zip Code Area","13054","Zip Matches ZCTA"
"13056","East Homer","NY","Post Office or large volume customer","13077","Spatial join to ZCTA"
"13057","East Syracuse","NY","Zip Code Area","13057","Zip Matches ZCTA"
"13060","Elbridge","NY","Zip Code Area","13060","Zip Matches ZCTA"
"13061","Erieville","NY","Zip Code Area","13061","Zip Matches ZCTA"
"13062","Etna","NY","Post Office or large volume customer","13062","Zip Matches ZCTA"
"13063","Fabius","NY","Zip Code Area","13063","Zip Matches ZCTA"
"13064","Fair Haven","NY","Post Office or large volume customer","13064","Zip Matches ZCTA"
"13065","Fayette","NY","Post Office or large volume customer","13148","Spatial join to ZCTA"
"13066","Fayetteville","NY","Zip Code Area","13066","Zip Matches ZCTA"
"13068","Freeville","NY","Zip Code Area","13068","Zip Matches ZCTA"
"13069","Fulton","NY","Zip Code Area","13069","Zip Matches ZCTA"
"13071","Genoa","NY","Zip Code Area","13071","Zip Matches ZCTA"
"13072","Georgetown","NY","Zip Code Area","13072","Zip Matches ZCTA"
"13073","Groton","NY","Zip Code Area","13073","Zip Matches ZCTA"
"13074","Hannibal","NY","Zip Code Area","13074","Zip Matches ZCTA"
"13076","Hastings","NY","Zip Code Area","13076","Zip Matches ZCTA"
"13077","Homer","NY","Zip Code Area","13077","Zip Matches ZCTA"
"13078","Jamesville","NY","Zip Code Area","13078","Zip Matches ZCTA"
"13080","Jordan","NY","Zip Code Area","13080","Zip Matches ZCTA"
"13081","King Ferry","NY","Zip Code Area","13081","Zip Matches ZCTA"
"13082","Kirkville","NY","Zip Code Area","13082","Zip Matches ZCTA"
"13083","Lacona","NY","Zip Code Area","13083","Zip Matches ZCTA"
"13084","La Fayette","NY","Zip Code Area","13084","Zip Matches ZCTA"
"13087","Little York","NY","Post Office or large volume customer","13087","Zip Matches ZCTA"
"13088","Liverpool","NY","Zip Code Area","13088","Zip Matches ZCTA"
"13089","Liverpool","NY","Post Office or large volume customer","13090","Spatial join to ZCTA"
"13090","Liverpool","NY","Zip Code Area","13090","Zip Matches ZCTA"
"13092","Locke","NY","Zip Code Area","13092","Zip Matches ZCTA"
"13093","Lycoming","NY","Post Office or large volume customer","13126","Spatial join to ZCTA"
"13101","Mc Graw","NY","Zip Code Area","13101","Zip Matches ZCTA"
"13102","Mc Lean","NY","Post Office or large volume customer","13102","Zip Matches ZCTA"
"13103","Mallory","NY","Zip Code Area","13103","Zip Matches ZCTA"
"13104","Manlius","NY","Zip Code Area","13104","Zip Matches ZCTA"
"13107","Maple View","NY","Post Office or large volume customer","13131","Spatial join to ZCTA"
"13108","Marcellus","NY","Zip Code Area","13108","Zip Matches ZCTA"
"13110","Marietta","NY","Zip Code Area","13110","Zip Matches ZCTA"
"13111","Martville","NY","Zip Code Area","13111","Zip Matches ZCTA"
"13112","Memphis","NY","Zip Code Area","13112","Zip Matches ZCTA"
"13113","Meridian","NY","Post Office or large volume customer","13113","Zip Matches ZCTA"
"13114","Mexico","NY","Zip Code Area","13114","Zip Matches ZCTA"
"13115","Minetto","NY","Post Office or large volume customer","13115","Zip Matches ZCTA"
"13116","Minoa","NY","Zip Code Area","13116","Zip Matches ZCTA"
"13117","Montezuma","NY","Post Office or large volume customer","13117","Zip Matches ZCTA"
"13118","Moravia","NY","Zip Code Area","13118","Zip Matches ZCTA"
"13119","Mottville","NY","Post Office or large volume customer","13152","Spatial join to ZCTA"
"13120","Nedrow","NY","Zip Code Area","13120","Zip Matches ZCTA"
"13121","New Haven","NY","Post Office or large volume customer","13114","Spatial join to ZCTA"
"13122","New Woodstock","NY","Zip Code Area","13122","Zip Matches ZCTA"
"13123","North Bay","NY","Zip Code Area","13123","Zip Matches ZCTA"
"13124","North Pitcher","NY","Zip Code Area","13124","Zip Matches ZCTA"
"13126","Oswego","NY","Zip Code Area","13126","Zip Matches ZCTA"
"13131","Parish","NY","Zip Code Area","13131","Zip Matches ZCTA"
"13132","Pennellville","NY","Zip Code Area","13132","Zip Matches ZCTA"
"13134","Peterboro","NY","Post Office or large volume customer","13134","Zip Matches ZCTA"
"13135","Phoenix","NY","Zip Code Area","13135","Zip Matches ZCTA"
"13136","Pitcher","NY","Zip Code Area","13136","Zip Matches ZCTA"
"13137","Plainville","NY","Post Office or large volume customer","13027","Spatial join to ZCTA"
"13138","Pompey","NY","Post Office or large volume customer","13138","Zip Matches ZCTA"
"13139","Poplar Ridge","NY","Post Office or large volume customer","13026","Spatial join to ZCTA"
"13140","Port Byron","NY","Zip Code Area","13140","Zip Matches ZCTA"
"13141","Preble","NY","Zip Code Area","13141","Zip Matches ZCTA"
"13142","Pulaski","NY","Zip Code Area","13142","Zip Matches ZCTA"
"13143","Red Creek","NY","Zip Code Area","13143","Zip Matches ZCTA"
"13144","Richland","NY","Zip Code Area","13144","Zip Matches ZCTA"
"13145","Sandy Creek","NY","Zip Code Area","13145","Zip Matches ZCTA"
"13146","Savannah","NY","Zip Code Area","13146","Zip Matches ZCTA"
"13147","Scipio Center","NY","Zip Code Area","13147","Zip Matches ZCTA"
"13148","Seneca Falls","NY","Zip Code Area","13148","Zip Matches ZCTA"
"13152","Skaneateles","NY","Zip Code Area","13152","Zip Matches ZCTA"
"13153","Skaneateles Falls","NY","Post Office or large volume customer","13153","Zip Matches ZCTA"
"13154","South Butler","NY","Post Office or large volume customer","13146","Spatial join to ZCTA"
"13155","South Otselic","NY","Zip Code Area","13155","Zip Matches ZCTA"
"13156","Sterling","NY","Zip Code Area","13156","Zip Matches ZCTA"
"13157","Sylvan Beach","NY","Zip Code Area","13157","Zip Matches ZCTA"
"13158","Truxton","NY","Zip Code Area","13158","Zip Matches ZCTA"
"13159","Tully","NY","Zip Code Area","13159","Zip Matches ZCTA"
"13160","Union Springs","NY","Zip Code Area","13160","Zip Matches ZCTA"
"13162","Verona Beach","NY","Zip Code Area","13162","Zip Matches ZCTA"
"13163","Wampsville","NY","Post Office or large volume customer","13163","Zip Matches ZCTA"
"13164","Warners","NY","Zip Code Area","13164","Zip Matches ZCTA"
"13165","Waterloo","NY","Zip Code Area","13165","Zip Matches ZCTA"
"13166","Weedsport","NY","Zip Code Area","13166","Zip Matches ZCTA"
"13167","West Monroe","NY","Zip Code Area","13167","Zip Matches ZCTA"
"13201","Syracuse","NY","Post Office or large volume customer","13202","Spatial join to ZCTA"
"13202","Syracuse","NY","Zip Code Area","13202","Zip Matches ZCTA"
"13203","Syracuse","NY","Zip Code Area","13203","Zip Matches ZCTA"
"13204","Syracuse","NY","Zip Code Area","13204","Zip Matches ZCTA"
"13205","Syracuse","NY","Zip Code Area","13205","Zip Matches ZCTA"
"13206","Syracuse","NY","Zip Code Area","13206","Zip Matches ZCTA"
"13207","Syracuse","NY","Zip Code Area","13207","Zip Matches ZCTA"
"13208","Syracuse","NY","Zip Code Area","13208","Zip Matches ZCTA"
"13209","Syracuse","NY","Zip Code Area","13209","Zip Matches ZCTA"
"13210","Syracuse","NY","Zip Code Area","13210","Zip Matches ZCTA"
"13211","Syracuse","NY","Zip Code Area","13211","Zip Matches ZCTA"
"13212","Syracuse","NY","Zip Code Area","13212","Zip Matches ZCTA"
"13214","Syracuse","NY","Zip Code Area","13214","Zip Matches ZCTA"
"13215","Syracuse","NY","Zip Code Area","13215","Zip Matches ZCTA"
"13217","Syracuse","NY","Post Office or large volume customer","13210","Spatial join to ZCTA"
"13218","Syracuse","NY","Post Office or large volume customer","13204","Spatial join to ZCTA"
"13219","Syracuse","NY","Zip Code Area","13219","Zip Matches ZCTA"
"13220","Syracuse","NY","Post Office or large volume customer","13212","Spatial join to ZCTA"
"13221","Syracuse","NY","Post Office or large volume customer","13212","Spatial join to ZCTA"
"13224","Syracuse","NY","Zip Code Area","13224","Zip Matches ZCTA"
"13225","Syracuse","NY","Post Office or large volume customer","13212","Spatial join to ZCTA"
"13235","Syracuse","NY","Post Office or large volume customer","13210","Spatial join to ZCTA"
"13244","Syracuse","NY","Zip Code Area","13210","Spatial join to ZCTA"
"13250","Syracuse","NY","Post Office or large volume customer","13212","Spatial join to ZCTA"
"13251","Syracuse","NY","Post Office or large volume customer","13212","Spatial join to ZCTA"
"13252","Syracuse","NY","Post Office or large volume customer","13202","Spatial join to ZCTA"
"13261","Syracuse","NY","Post Office or large volume customer","13202","Spatial join to ZCTA"
"13290","Syracuse","NY","Post Office or large volume customer","13290","Zip Matches ZCTA"
"13301","Alder Creek","NY","Zip Code Area","13301","Zip Matches ZCTA"
"13302","Altmar","NY","Zip Code Area","13302","Zip Matches ZCTA"
"13303","Ava","NY","Zip Code Area","13303","Zip Matches ZCTA"
"13304","Barneveld","NY","Zip Code Area","13304","Zip Matches ZCTA"
"13305","Beaver Falls","NY","Post Office or large volume customer","13305","Zip Matches ZCTA"
"13308","Blossvale","NY","Zip Code Area","13308","Zip Matches ZCTA"
"13309","Boonville","NY","Zip Code Area","13309","Zip Matches ZCTA"
"13310","Bouckville","NY","Zip Code Area","13310","Zip Matches ZCTA"
"13312","Brantingham","NY","Post Office or large volume customer","13312","Zip Matches ZCTA"
"13313","Bridgewater","NY","Post Office or large volume customer","13313","Zip Matches ZCTA"
"13314","Brookfield","NY","Post Office or large volume customer","13314","Zip Matches ZCTA"
"13315","Burlington Flats","NY","Zip Code Area","13315","Zip Matches ZCTA"
"13316","Camden","NY","Zip Code Area","13316","Zip Matches ZCTA"
"13317","Canajoharie","NY","Zip Code Area","13317","Zip Matches ZCTA"
"13318","Cassville","NY","Zip Code Area","13318","Zip Matches ZCTA"
"13319","Chadwicks","NY","Zip Code Area","13319","Zip Matches ZCTA"
"13320","Cherry Valley","NY","Zip Code Area","13320","Zip Matches ZCTA"
"13321","Clark Mills","NY","Zip Code Area","13321","Zip Matches ZCTA"
"13322","Clayville","NY","Zip Code Area","13322","Zip Matches ZCTA"
"13323","Clinton","NY","Zip Code Area","13323","Zip Matches ZCTA"
"13324","Cold Brook","NY","Zip Code Area","13324","Zip Matches ZCTA"
"13325","Constableville","NY","Zip Code Area","13325","Zip Matches ZCTA"
"13326","Cooperstown","NY","Zip Code Area","13326","Zip Matches ZCTA"
"13327","Croghan","NY","Zip Code Area","13327","Zip Matches ZCTA"
"13328","Deansboro","NY","Zip Code Area","13328","Zip Matches ZCTA"
"13329","Dolgeville","NY","Zip Code Area","13329","Zip Matches ZCTA"
"13331","Eagle Bay","NY","Zip Code Area","13331","Zip Matches ZCTA"
"13332","Earlville","NY","Zip Code Area","13332","Zip Matches ZCTA"
"13333","East Springfield","NY","Zip Code Area","13333","Zip Matches ZCTA"
"13334","Eaton","NY","Zip Code Area","13334","Zip Matches ZCTA"
"13335","Edmeston","NY","Zip Code Area","13335","Zip Matches ZCTA"
"13337","Fly Creek","NY","Zip Code Area","13337","Zip Matches ZCTA"
"13338","Forestport","NY","Zip Code Area","13338","Zip Matches ZCTA"
"13339","Fort Plain","NY","Zip Code Area","13339","Zip Matches ZCTA"
"13340","Frankfort","NY","Zip Code Area","13340","Zip Matches ZCTA"
"13341","Franklin Springs","NY","Post Office or large volume customer","13341","Zip Matches ZCTA"
"13342","Garrattsville","NY","Zip Code Area","13342","Zip Matches ZCTA"
"13343","Glenfield","NY","Zip Code Area","13343","Zip Matches ZCTA"
"13345","Greig","NY","Zip Code Area","13345","Zip Matches ZCTA"
"13346","Hamilton","NY","Zip Code Area","13346","Zip Matches ZCTA"
"13348","Hartwick","NY","Zip Code Area","13348","Zip Matches ZCTA"
"13350","Herkimer","NY","Zip Code Area","13350","Zip Matches ZCTA"
"13352","Hinckley","NY","Post Office or large volume customer","13352","Zip Matches ZCTA"
"13353","Hoffmeister","NY","Zip Code Area","13353","Zip Matches ZCTA"
"13354","Holland Patent","NY","Zip Code Area","13354","Zip Matches ZCTA"
"13355","Hubbardsville","NY","Zip Code Area","13355","Zip Matches ZCTA"
"13357","Ilion","NY","Zip Code Area","13357","Zip Matches ZCTA"
"13360","Inlet","NY","Zip Code Area","13360","Zip Matches ZCTA"
"13361","Jordanville","NY","Zip Code Area","13361","Zip Matches ZCTA"
"13362","Knoxboro","NY","Post Office or large volume customer","13362","Zip Matches ZCTA"
"13363","Lee Center","NY","Zip Code Area","13363","Zip Matches ZCTA"
"13364","Leonardsville","NY","Post Office or large volume customer","13364","Zip Matches ZCTA"
"13365","Little Falls","NY","Zip Code Area","13365","Zip Matches ZCTA"
"13367","Lowville","NY","Zip Code Area","13367","Zip Matches ZCTA"
"13368","Lyons Falls","NY","Zip Code Area","13368","Zip Matches ZCTA"
"13401","Mc Connellsville","NY","Post Office or large volume customer","13308","Spatial join to ZCTA"
"13402","Madison","NY","Zip Code Area","13402","Zip Matches ZCTA"
"13403","Marcy","NY","Zip Code Area","13403","Zip Matches ZCTA"
"13404","Martinsburg","NY","Post Office or large volume customer","13404","Zip Matches ZCTA"
"13406","Middleville","NY","Zip Code Area","13406","Zip Matches ZCTA"
"13407","Mohawk","NY","Zip Code Area","13407","Zip Matches ZCTA"
"13408","Morrisville","NY","Zip Code Area","13408","Zip Matches ZCTA"
"13409","Munnsville","NY","Zip Code Area","13409","Zip Matches ZCTA"
"13410","Nelliston","NY","Post Office or large volume customer","13410","Zip Matches ZCTA"
"13411","New Berlin","NY","Zip Code Area","13411","Zip Matches ZCTA"
"13413","New Hartford","NY","Zip Code Area","13413","Zip Matches ZCTA"
"13415","New Lisbon","NY","Zip Code Area","13415","Zip Matches ZCTA"
"13416","Newport","NY","Zip Code Area","13416","Zip Matches ZCTA"
"13417","New York Mills","NY","Zip Code Area","13417","Zip Matches ZCTA"
"13418","North Brookfield","NY","Zip Code Area","13418","Zip Matches ZCTA"
"13420","Old Forge","NY","Zip Code Area","13420","Zip Matches ZCTA"
"13421","Oneida","NY","Zip Code Area","13421","Zip Matches ZCTA"
"13424","Oriskany","NY","Zip Code Area","13424","Zip Matches ZCTA"
"13425","Oriskany Falls","NY","Zip Code Area","13425","Zip Matches ZCTA"
"13426","Orwell","NY","Post Office or large volume customer","13144","Spatial join to ZCTA"
"13428","Palatine Bridge","NY","Zip Code Area","13428","Zip Matches ZCTA"
"13431","Poland","NY","Zip Code Area","13431","Zip Matches ZCTA"
"13433","Port Leyden","NY","Zip Code Area","13433","Zip Matches ZCTA"
"13435","Prospect","NY","Zip Code Area","13435","Zip Matches ZCTA"
"13436","Raquette Lake","NY","Post Office or large volume customer","13436","Zip Matches ZCTA"
"13437","Redfield","NY","Zip Code Area","13437","Zip Matches ZCTA"
"13438","Remsen","NY","Zip Code Area","13438","Zip Matches ZCTA"
"13439","Richfield Springs","NY","Zip Code Area","13439","Zip Matches ZCTA"
"13440","Rome","NY","Zip Code Area","13440","Zip Matches ZCTA"
"13441","Rome","NY","Zip Code Area","13441","Zip Matches ZCTA"
"13442","Rome","NY","Post Office or large volume customer","13440","Spatial join to ZCTA"
"13449","Rome","NY","Post Office or large volume customer","13440","Spatial join to ZCTA"
"13450","Roseboom","NY","Zip Code Area","13450","Zip Matches ZCTA"
"13452","Saint Johnsville","NY","Zip Code Area","13452","Zip Matches ZCTA"
"13454","Salisbury Center","NY","Zip Code Area","13454","Zip Matches ZCTA"
"13455","Sangerfield","NY","Post Office or large volume customer","13480","Spatial join to ZCTA"
"13456","Sauquoit","NY","Zip Code Area","13456","Zip Matches ZCTA"
"13457","Schuyler Lake","NY","Post Office or large volume customer","13357","Spatial join to ZCTA"
"13459","Sharon Springs","NY","Zip Code Area","13459","Zip Matches ZCTA"
"13460","Sherburne","NY","Zip Code Area","13460","Zip Matches ZCTA"
"13461","Sherrill","NY","Zip Code Area","13461","Zip Matches ZCTA"
"13464","Smyrna","NY","Zip Code Area","13464","Zip Matches ZCTA"
"13465","Solsville","NY","Post Office or large volume customer","13402","Spatial join to ZCTA"
"13468","Springfield Center","NY","Zip Code Area","13468","Zip Matches ZCTA"
"13469","Stittville","NY","Zip Code Area","13469","Zip Matches ZCTA"
"13470","Stratford","NY","Zip Code Area","13470","Zip Matches ZCTA"
"13471","Taberg","NY","Zip Code Area","13471","Zip Matches ZCTA"
"13472","Thendara","NY","Post Office or large volume customer","13472","Zip Matches ZCTA"
"13473","Turin","NY","Zip Code Area","13473","Zip Matches ZCTA"
"13475","Van Hornesville","NY","Post Office or large volume customer","13475","Zip Matches ZCTA"
"13476","Vernon","NY","Zip Code Area","13476","Zip Matches ZCTA"
"13477","Vernon Center","NY","Zip Code Area","13477","Zip Matches ZCTA"
"13478","Verona","NY","Zip Code Area","13478","Zip Matches ZCTA"
"13479","Washington Mills","NY","Post Office or large volume customer","13413","Spatial join to ZCTA"
"13480","Waterville","NY","Zip Code Area","13480","Zip Matches ZCTA"
"13482","West Burlington","NY","Zip Code Area","13315","Spatial join to ZCTA"
"13483","Westdale","NY","Zip Code Area","13483","Zip Matches ZCTA"
"13484","West Eaton","NY","Post Office or large volume customer","13484","Zip Matches ZCTA"
"13485","West Edmeston","NY","Zip Code Area","13485","Zip Matches ZCTA"
"13486","Westernville","NY","Zip Code Area","13486","Zip Matches ZCTA"
"13488","Westford","NY","Zip Code Area","13488","Zip Matches ZCTA"
"13489","West Leyden","NY","Zip Code Area","13489","Zip Matches ZCTA"
"13490","Westmoreland","NY","Zip Code Area","13490","Zip Matches ZCTA"
"13491","West Winfield","NY","Zip Code Area","13491","Zip Matches ZCTA"
"13492","Whitesboro","NY","Zip Code Area","13492","Zip Matches ZCTA"
"13493","Williamstown","NY","Zip Code Area","13493","Zip Matches ZCTA"
"13494","Woodgate","NY","Zip Code Area","13494","Zip Matches ZCTA"
"13495","Yorkville","NY","Zip Code Area","13495","Zip Matches ZCTA"
"13501","Utica","NY","Zip Code Area","13501","Zip Matches ZCTA"
"13502","Utica","NY","Zip Code Area","13502","Zip Matches ZCTA"
"13503","Utica","NY","Post Office or large volume customer","13502","Spatial join to ZCTA"
"13504","Utica","NY","Post Office or large volume customer","13502","Spatial join to ZCTA"
"13505","Utica","NY","Post Office or large volume customer","13502","Spatial join to ZCTA"
"13599","Utica","NY","Post Office or large volume customer","13501","Spatial join to ZCTA"
"13601","Watertown","NY","Zip Code Area","13601","Zip Matches ZCTA"
"13602","Fort Drum","NY","Zip Code Area","13602","Zip Matches ZCTA"
"13603","Watertown","NY","Zip Code Area","13603","Zip Matches ZCTA"
"13605","Adams","NY","Zip Code Area","13605","Zip Matches ZCTA"
"13606","Adams Center","NY","Zip Code Area","13606","Zip Matches ZCTA"
"13607","Alexandria Bay","NY","Zip Code Area","13607","Zip Matches ZCTA"
"13608","Antwerp","NY","Zip Code Area","13608","Zip Matches ZCTA"
"13611","Belleville","NY","Zip Code Area","13650","Spatial join to ZCTA"
"13612","Black River","NY","Zip Code Area","13612","Zip Matches ZCTA"
"13613","Brasher Falls","NY","Zip Code Area","13613","Zip Matches ZCTA"
"13614","Brier Hill","NY","Zip Code Area","13614","Zip Matches ZCTA"
"13615","Brownville","NY","Zip Code Area","13615","Zip Matches ZCTA"
"13616","Calcium","NY","Zip Code Area","13616","Zip Matches ZCTA"
"13617","Canton","NY","Zip Code Area","13617","Zip Matches ZCTA"
"13618","Cape Vincent","NY","Zip Code Area","13618","Zip Matches ZCTA"
"13619","Carthage","NY","Zip Code Area","13619","Zip Matches ZCTA"
"13620","Castorland","NY","Zip Code Area","13620","Zip Matches ZCTA"
"13621","Chase Mills","NY","Zip Code Area","13621","Zip Matches ZCTA"
"13622","Chaumont","NY","Zip Code Area","13622","Zip Matches ZCTA"
"13623","Chippewa Bay","NY","Post Office or large volume customer","13623","Zip Matches ZCTA"
"13624","Clayton","NY","Zip Code Area","13624","Zip Matches ZCTA"
"13625","Colton","NY","Zip Code Area","13625","Zip Matches ZCTA"
"13626","Copenhagen","NY","Zip Code Area","13626","Zip Matches ZCTA"
"13627","Deer River","NY","Post Office or large volume customer","13619","Spatial join to ZCTA"
"13628","Deferiet","NY","Post Office or large volume customer","13628","Zip Matches ZCTA"
"13630","De Kalb Junction","NY","Zip Code Area","13630","Zip Matches ZCTA"
"13631","Denmark","NY","Post Office or large volume customer","13619","Spatial join to ZCTA"
"13632","Depauville","NY","Post Office or large volume customer","13622","Spatial join to ZCTA"
"13633","De Peyster","NY","Zip Code Area","13633","Zip Matches ZCTA"
"13634","Dexter","NY","Zip Code Area","13634","Zip Matches ZCTA"
"13635","Edwards","NY","Zip Code Area","13635","Zip Matches ZCTA"
"13636","Ellisburg","NY","Zip Code Area","13636","Zip Matches ZCTA"
"13637","Evans Mills","NY","Zip Code Area","13637","Zip Matches ZCTA"
"13638","Felts Mills","NY","Zip Code Area","13638","Zip Matches ZCTA"
"13639","Fine","NY","Zip Code Area","13639","Zip Matches ZCTA"
"13640","Wellesley Island","NY","Zip Code Area","13640","Zip Matches ZCTA"
"13641","Fishers Landing","NY","Post Office or large volume customer","13641","Zip Matches ZCTA"
"13642","Gouverneur","NY","Zip Code Area","13642","Zip Matches ZCTA"
"13643","Great Bend","NY","Post Office or large volume customer","13643","Zip Matches ZCTA"
"13645","Hailesboro","NY","Post Office or large volume customer","13642","Spatial join to ZCTA"
"13646","Hammond","NY","Zip Code Area","13646","Zip Matches ZCTA"
"13647","Hannawa Falls","NY","Post Office or large volume customer","13647","Zip Matches ZCTA"
"13648","Harrisville","NY","Zip Code Area","13648","Zip Matches ZCTA"
"13649","Helena","NY","Post Office or large volume customer","13613","Spatial join to ZCTA"
"13650","Henderson","NY","Zip Code Area","13650","Zip Matches ZCTA"
"13651","Henderson Harbor","NY","Zip Code Area","13651","Zip Matches ZCTA"
"13652","Hermon","NY","Zip Code Area","13652","Zip Matches ZCTA"
"13654","Heuvelton","NY","Zip Code Area","13654","Zip Matches ZCTA"
"13655","Hogansburg","NY","Zip Code Area","13655","Zip Matches ZCTA"
"13656","La Fargeville","NY","Zip Code Area","13656","Zip Matches ZCTA"
"13657","Limerick","NY","Post Office or large volume customer","13634","Spatial join to ZCTA"
"13658","Lisbon","NY","Zip Code Area","13658","Zip Matches ZCTA"
"13659","Lorraine","NY","Zip Code Area","13659","Zip Matches ZCTA"
"13660","Madrid","NY","Zip Code Area","13660","Zip Matches ZCTA"
"13661","Mannsville","NY","Zip Code Area","13661","Zip Matches ZCTA"
"13662","Massena","NY","Zip Code Area","13662","Zip Matches ZCTA"
"13664","Morristown","NY","Zip Code Area","13664","Zip Matches ZCTA"
"13665","Natural Bridge","NY","Zip Code Area","13665","Zip Matches ZCTA"
"13666","Newton Falls","NY","Zip Code Area","13666","Zip Matches ZCTA"
"13667","Norfolk","NY","Zip Code Area","13667","Zip Matches ZCTA"
"13668","Norwood","NY","Zip Code Area","13668","Zip Matches ZCTA"
"13669","Ogdensburg","NY","Zip Code Area","13669","Zip Matches ZCTA"
"13670","Oswegatchie","NY","Zip Code Area","13670","Zip Matches ZCTA"
"13671","Oxbow","NY","Post Office or large volume customer","13608","Spatial join to ZCTA"
"13672","Parishville","NY","Zip Code Area","13672","Zip Matches ZCTA"
"13673","Philadelphia","NY","Zip Code Area","13673","Zip Matches ZCTA"
"13674","Pierrepont Manor","NY","Post Office or large volume customer","13674","Zip Matches ZCTA"
"13675","Plessis","NY","Zip Code Area","13675","Zip Matches ZCTA"
"13676","Potsdam","NY","Zip Code Area","13676","Zip Matches ZCTA"
"13677","Pyrites","NY","Post Office or large volume customer","13677","Zip Matches ZCTA"
"13678","Raymondville","NY","Post Office or large volume customer","13678","Zip Matches ZCTA"
"13679","Redwood","NY","Zip Code Area","13679","Zip Matches ZCTA"
"13680","Rensselaer Falls","NY","Zip Code Area","13680","Zip Matches ZCTA"
"13681","Richville","NY","Zip Code Area","13681","Zip Matches ZCTA"
"13682","Rodman","NY","Zip Code Area","13682","Zip Matches ZCTA"
"13683","Rooseveltown","NY","Post Office or large volume customer","13655","Spatial join to ZCTA"
"13684","Russell","NY","Zip Code Area","13684","Zip Matches ZCTA"
"13685","Sackets Harbor","NY","Zip Code Area","13685","Zip Matches ZCTA"
"13687","South Colton","NY","Zip Code Area","13687","Zip Matches ZCTA"
"13690","Star Lake","NY","Zip Code Area","13690","Zip Matches ZCTA"
"13691","Theresa","NY","Zip Code Area","13691","Zip Matches ZCTA"
"13692","Thousand Island Park","NY","Zip Code Area","13692","Zip Matches ZCTA"
"13693","Three Mile Bay","NY","Zip Code Area","13693","Zip Matches ZCTA"
"13694","Waddington","NY","Zip Code Area","13694","Zip Matches ZCTA"
"13695","Wanakena","NY","Zip Code Area","13695","Zip Matches ZCTA"
